BIOGUIDE_ID,OFFICE,YEAR,QUARTER,PROGRAM,DESCRIPTION,YTD,AMOUNT
T000467,HON. GLENN THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1308.39,130.88
T000467,HON. GLENN THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20974.6,5775
T000467,HON. GLENN THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12509.94,7099.48
T000467,HON. GLENN THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3441,758
T000467,HON. GLENN THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1216746.57,327021.82
T000467,HON. GLENN THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1216746.57,327021.82
T000460,HON. MIKE THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1583.92,537.46
T000460,HON. MIKE THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1071511.16,303365.01
T000460,HON. MIKE THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,45687.38,9958.35
T000460,HON. MIKE THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,69638.57,18588
T000460,HON. MIKE THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,5990.04,2815.04
T000460,HON. MIKE THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,43633.69,11849
T000460,HON. MIKE THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,36929.02,27453.17
T000460,HON. MIKE THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2607.97,643.98
T000460,HON. MIKE THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1277581.75,375210.01
T000460,HON. MIKE THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1277581.75,375210.01
T000238,HON. MAC THORNBERRY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3404.35,846.75
T000238,HON. MAC THORNBERRY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,936277.97,255380.74
T000238,HON. MAC THORNBERRY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,52260.97,10758
T000238,HON. MAC THORNBERRY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,79749.83,20577.22
T000238,HON. MAC THORNBERRY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1613.82,496.82
T000238,HON. MAC THORNBERRY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,24305.84,6529.18
T000238,HON. MAC THORNBERRY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,29283.47,21959.48
T000238,HON. MAC THORNBERRY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3310.69,677.76
T000238,HON. MAC THORNBERRY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1130206.94,317225.95
T000238,HON. MAC THORNBERRY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1130206.94,317225.95
T000462,HON. PATRICK J. TIBERI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,718.47,214.37
T000462,HON. PATRICK J. TIBERI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,775853,213283.32
T000462,HON. PATRICK J. TIBERI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,16152.64,4262.81
T000462,HON. PATRICK J. TIBERI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,108086.81,29372.75
T000462,HON. PATRICK J. TIBERI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,389.75,39.95
T000462,HON. PATRICK J. TIBERI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,26478,9795
T000462,HON. PATRICK J. TIBERI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,31560.25,25970.54
T000462,HON. PATRICK J. TIBERI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2562.96,640.74
T000462,HON. PATRICK J. TIBERI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,961801.88,283579.48
T000462,HON. PATRICK J. TIBERI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,961801.88,283579.48
T000470,HON. SCOTT R. TIPTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,44233.01,11144.21
T000470,HON. SCOTT R. TIPTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,859407.19,249816.67
T000470,HON. SCOTT R. TIPTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,71973.97,16458.42
T000470,HON. SCOTT R. TIPTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,1.37,1.37
T000470,HON. SCOTT R. TIPTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,74426.05,17762.85
T000470,HON. SCOTT R. TIPTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,33929.6,8302.94
T000470,HON. SCOTT R. TIPTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,39237.92,9738.5
T000470,HON. SCOTT R. TIPTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,21363.08,14088.68
T000470,HON. SCOTT R. TIPTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1864,412.5
T000470,HON. SCOTT R. TIPTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1146436.19,327726.14
T000470,HON. SCOTT R. TIPTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1146436.19,327726.14
T000468,HON. DINA TITUS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,15544.93,3361.02
T000468,HON. DINA TITUS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,867794.43,238999.97
T000468,HON. DINA TITUS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,56098.68,15672.62
T000468,HON. DINA TITUS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,61747.06,17324.81
T000468,HON. DINA TITUS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3830.41,1309.77
T000468,HON. DINA TITUS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25340.35,8639.23
T000468,HON. DINA TITUS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,23949.34,11270.2
T000468,HON. DINA TITUS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7056,7056
T000468,HON. DINA TITUS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1061361.2,303633.62
T000468,HON. DINA TITUS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1061361.2,303633.62
T000469,HON. PAUL D. TONKO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,17571.94,4162.17
T000469,HON. PAUL D. TONKO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1012704.23,333441.09
T000469,HON. PAUL D. TONKO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17428.56,5542.48
T000469,HON. PAUL D. TONKO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,2926,2926
T000469,HON. PAUL D. TONKO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,89706.76,24030.51
T000469,HON. PAUL D. TONKO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,924.75,439.6
T000469,HON. PAUL D. TONKO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,27385,6205
T000469,HON. PAUL D. TONKO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13607.42,11689.8
T000469,HON. PAUL D. TONKO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5351.24,2115.74
T000469,HON. PAUL D. TONKO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1187605.9,390552.39
T000469,HON. PAUL D. TONKO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1187605.9,390552.39
T000474,HON. NORMA J. TORRES,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,30877.77,1649.24
T000474,HON. NORMA J. TORRES,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,800088.31,233921
T000474,HON. NORMA J. TORRES,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,46603.66,12261.36
T000474,HON. NORMA J. TORRES,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,81523.67,33474.02
T000474,HON. NORMA J. TORRES,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,46157.08,27059.8
T000474,HON. NORMA J. TORRES,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25559,9755
T000474,HON. NORMA J. TORRES,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,23669.85,19568.24
T000474,HON. NORMA J. TORRES,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4200,1050
T000474,HON. NORMA J. TORRES,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1058679.34,338738.66
T000474,HON. NORMA J. TORRES,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1058679.34,338738.66
T000475,HON. DAVID A. TROTT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,74406.1,2776.45
T000475,HON. DAVID A. TROTT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,898617.05,275152.15
T000475,HON. DAVID A. TROTT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,45013.74,14972.35
T000475,HON. DAVID A. TROTT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,80.95,8.05
T000475,HON. DAVID A. TROTT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,55579.1,10437.69
T000475,HON. DAVID A. TROTT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,80552.23,31879.46
T000475,HON. DAVID A. TROTT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,35153.5,17897.25
T000475,HON. DAVID A. TROTT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16831.85,1270.03
T000475,HON. DAVID A. TROTT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3193.92,522.48
T000475,HON. DAVID A. TROTT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1209428.44,354915.91
T000475,HON. DAVID A. TROTT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1209428.44,354915.91
T000465,HON. NIKI TSONGAS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4389.89,1396.25
T000465,HON. NIKI TSONGAS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1046770.69,302019.32
T000465,HON. NIKI TSONGAS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,25567.27,4936.33
T000465,HON. NIKI TSONGAS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,84245.73,19797.59
T000465,HON. NIKI TSONGAS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,807.45,276.23
T000465,HON. NIKI TSONGAS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23960,6405
T000465,HON. NIKI TSONGAS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,35719.34,18233.37
T000465,HON. NIKI TSONGAS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3828,957
T000465,HON. NIKI TSONGAS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1225288.37,354021.09
T000465,HON. NIKI TSONGAS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1225288.37,354021.09
T000463,HON. MICHAEL R. TURNER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,8806.31,711.74
T000463,HON. MICHAEL R. TURNER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1011639.16,287852.73
T000463,HON. MICHAEL R. TURNER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,56753.34,18148.52
T000463,HON. MICHAEL R. TURNER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,72598.38,19425.92
T000463,HON. MICHAEL R. TURNER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1638.79,484.35
T000463,HON. MICHAEL R. TURNER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21474.68,5655
T000463,HON. MICHAEL R. TURNER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,23239.49,23894.19
T000463,HON. MICHAEL R. TURNER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,12455.88,6669.6
T000463,HON. MICHAEL R. TURNER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1208606.03,362842.05
T000463,HON. MICHAEL R. TURNER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1208606.03,362842.05
U000031,HON. FRED UPTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3124.86,462.41
U000031,HON. FRED UPTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,964008.99,274758.28
U000031,HON. FRED UPTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,44909.68,13457.46
U000031,HON. FRED UPTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,79027.62,16544.86
U000031,HON. FRED UPTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2250.4,345.82
U000031,HON. FRED UPTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,56145.56,12955
U000031,HON. FRED UPTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,33237.7,22608.19
U000031,HON. FRED UPTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3043.56,760.89
U000031,HON. FRED UPTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1185748.37,341892.91
U000031,HON. FRED UPTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1185748.37,341892.91
V000129,HON. DAVID G. VALADAO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,59724.59,6464.53
V000129,HON. DAVID G. VALADAO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,711917.79,233762.94
V000129,HON. DAVID G. VALADAO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,143540.06,42142.74
V000129,HON. DAVID G. VALADAO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,78922.63,16374.06
V000129,HON. DAVID G. VALADAO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,80438.06,17847.19
V000129,HON. DAVID G. VALADAO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,43839.2,10775
V000129,HON. DAVID G. VALADAO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,31996.74,17294.07
V000129,HON. DAVID G. VALADAO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,11192.68,9428.68
V000129,HON. DAVID G. VALADAO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1161571.75,354089.21
V000129,HON. DAVID G. VALADAO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1161571.75,354089.21
V000128,HON. CHRIS VAN HOLLEN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,59107.91,1035.17
V000128,HON. CHRIS VAN HOLLEN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,916328.92,268414.14
V000128,HON. CHRIS VAN HOLLEN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7862.35,3607.22
V000128,HON. CHRIS VAN HOLLEN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,104867.26,29649.42
V000128,HON. CHRIS VAN HOLLEN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,70938.55,593.91
V000128,HON. CHRIS VAN HOLLEN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,30929.33,6735.33
V000128,HON. CHRIS VAN HOLLEN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9303.86,2637.74
V000128,HON. CHRIS VAN HOLLEN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2649.93,730.43
V000128,HON. CHRIS VAN HOLLEN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1201988.11,313403.36
V000128,HON. CHRIS VAN HOLLEN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1201988.11,313403.36
V000130,HON. JUAN VARGAS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,48739.71,433.51
V000130,HON. JUAN VARGAS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,797042.81,212221.82
V000130,HON. JUAN VARGAS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,58901.97,16419.95
V000130,HON. JUAN VARGAS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,93731.98,23122.27
V000130,HON. JUAN VARGAS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,72772.68,564.7
V000130,HON. JUAN VARGAS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25367.9,5672.9
V000130,HON. JUAN VARGAS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16011.62,8123.52
V000130,HON. JUAN VARGAS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5988,1497
V000130,HON. JUAN VARGAS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1118556.67,268055.67
V000130,HON. JUAN VARGAS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1118556.67,268055.67
V000131,HON. MARC A. VEASEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,11290.51,167.17
V000131,HON. MARC A. VEASEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,945609.94,270787.55
V000131,HON. MARC A. VEASEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,42267.09,8049.56
V000131,HON. MARC A. VEASEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,86778.47,20053.64
V000131,HON. MARC A. VEASEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,13527.29,230.07
V000131,HON. MARC A. VEASEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,37500.5,10237.5
V000131,HON. MARC A. VEASEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7787.14,2230.26
V000131,HON. MARC A. VEASEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3645,911.25
V000131,HON. MARC A. VEASEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1148405.94,312667
V000131,HON. MARC A. VEASEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1148405.94,312667
V000132,HON. FILEMON VELA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,955.03,120.14
V000132,HON. FILEMON VELA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,956077.99,292228.33
V000132,HON. FILEMON VELA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,37932.72,14367.47
V000132,HON. FILEMON VELA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,59659.18,14343.1
V000132,HON. FILEMON VELA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,16692.97,14578.78
V000132,HON. FILEMON VELA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,51119.51,13726.16
V000132,HON. FILEMON VELA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,79227.51,66593.59
V000132,HON. FILEMON VELA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1201664.91,415957.57
V000132,HON. FILEMON VELA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1201664.91,415957.57
V000081,HON. NYDIA M. VELAZQUEZ,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,43600.42,89.93
V000081,HON. NYDIA M. VELAZQUEZ,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,823585.4,235258.3
V000081,HON. NYDIA M. VELAZQUEZ,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6830.79,2768.99
V000081,HON. NYDIA M. VELAZQUEZ,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,170860.1,45500.37
V000081,HON. NYDIA M. VELAZQUEZ,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,38273.89,201
V000081,HON. NYDIA M. VELAZQUEZ,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,72105,27806
V000081,HON. NYDIA M. VELAZQUEZ,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,30987.83,23113.31
V000081,HON. NYDIA M. VELAZQUEZ,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8581.69,2113.21
V000081,HON. NYDIA M. VELAZQUEZ,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1194825.12,336851.11
V000081,HON. NYDIA M. VELAZQUEZ,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1194825.12,336851.11
V000108,HON. PETER J. VISCLOSKY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,34822.56,2819.15
V000108,HON. PETER J. VISCLOSKY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,912489.36,251731.53
V000108,HON. PETER J. VISCLOSKY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,30496.47,7731.55
V000108,HON. PETER J. VISCLOSKY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,76812.33,20130.52
V000108,HON. PETER J. VISCLOSKY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,10915.95,180
V000108,HON. PETER J. VISCLOSKY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,26395,6410
V000108,HON. PETER J. VISCLOSKY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,21386.02,3353.3
V000108,HON. PETER J. VISCLOSKY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,10342.37,900
V000108,HON. PETER J. VISCLOSKY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1123660.06,293256.05
V000108,HON. PETER J. VISCLOSKY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1123660.06,293256.05
W000812,HON. ANN WAGNER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1532.29,301.74
W000812,HON. ANN WAGNER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,968730.37,250584.31
