BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT,
S001193,HON. ERIC SWALWELL,2015,2015Q1,TRAVEL,"14,847.56","14,847.56",
S001193,HON. ERIC SWALWELL,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","22,243.85","22,243.85",
S001193,HON. ERIC SWALWELL,2015,2015Q1,PRINTING AND REPRODUCTION,954.94,954.94,
S001193,HON. ERIC SWALWELL,2015,2015Q1,OTHER SERVICES,"8,900.00","8,900.00",
S001193,HON. ERIC SWALWELL,2015,2015Q1,SUPPLIES AND MATERIALS,"6,026.53","6,026.53",
S001193,HON. ERIC SWALWELL,2015,2015Q1,EQUIPMENT,570,570,
T000473,HON. MARK TAKAI,2015,2015Q1,FRANKED MAIL,298.14,298.14,
T000473,HON. MARK TAKAI,2015,2015Q1,PERSONNEL COMPENSATION,"175,316.70","175,316.70",
T000473,HON. MARK TAKAI,2015,2015Q1,TRAVEL,"30,063.70","30,063.70",
T000473,HON. MARK TAKAI,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","21,501.00","21,501.00",
T000473,HON. MARK TAKAI,2015,2015Q1,PRINTING AND REPRODUCTION,"2,371.67","2,371.67",
T000473,HON. MARK TAKAI,2015,2015Q1,OTHER SERVICES,"8,214.95","8,214.95",
T000473,HON. MARK TAKAI,2015,2015Q1,SUPPLIES AND MATERIALS,"14,600.00","14,600.00",
T000473,HON. MARK TAKAI,2015,2015Q1,EQUIPMENT,"1,015.87","1,015.87",
T000472,HON. MARK TAKANO,2015,2015Q1,FRANKED MAIL,"1,115.93","1,115.93",
T000472,HON. MARK TAKANO,2015,2015Q1,PERSONNEL COMPENSATION,"215,053.38","215,053.38",
T000472,HON. MARK TAKANO,2015,2015Q1,TRAVEL,"15,167.25","15,167.25",
T000472,HON. MARK TAKANO,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","18,594.58","18,594.58",
T000472,HON. MARK TAKANO,2015,2015Q1,PRINTING AND REPRODUCTION,"1,471.38","1,471.38",
T000472,HON. MARK TAKANO,2015,2015Q1,OTHER SERVICES,"5,655.00","5,655.00",
T000472,HON. MARK TAKANO,2015,2015Q1,SUPPLIES AND MATERIALS,"4,603.26","4,603.26",
T000472,HON. MARK TAKANO,2015,2015Q1,EQUIPMENT,"2,040.36","2,040.36",
T000193,HON. BENNIE G. THOMPSON,2015,2015Q1,FRANKED MAIL,369.56,369.56,
T000193,HON. BENNIE G. THOMPSON,2015,2015Q1,PERSONNEL COMPENSATION,"193,276.94","193,276.94",
T000193,HON. BENNIE G. THOMPSON,2015,2015Q1,TRAVEL,"12,281.43","12,281.43",
T000193,HON. BENNIE G. THOMPSON,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","22,312.25","22,312.25",
T000193,HON. BENNIE G. THOMPSON,2015,2015Q1,PRINTING AND REPRODUCTION,228.23,228.23,
T000193,HON. BENNIE G. THOMPSON,2015,2015Q1,OTHER SERVICES,"12,141.00","12,141.00",
T000193,HON. BENNIE G. THOMPSON,2015,2015Q1,SUPPLIES AND MATERIALS,"2,366.40","2,366.40",
T000193,HON. BENNIE G. THOMPSON,2015,2015Q1,EQUIPMENT,"2,083.74","2,083.74",
T000467,HON. GLENN THOMPSON,2015,2015Q1,FRANKED MAIL,820.53,820.53,
T000467,HON. GLENN THOMPSON,2015,2015Q1,PERSONNEL COMPENSATION,"242,482.26","242,482.26",
T000467,HON. GLENN THOMPSON,2015,2015Q1,TRAVEL,"6,814.13","6,814.13",
T000467,HON. GLENN THOMPSON,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","10,144.13","10,144.13",
T000467,HON. GLENN THOMPSON,2015,2015Q1,PRINTING AND REPRODUCTION,189.4,189.4,
T000467,HON. GLENN THOMPSON,2015,2015Q1,OTHER SERVICES,"6,009.96","6,009.96",
T000467,HON. GLENN THOMPSON,2015,2015Q1,SUPPLIES AND MATERIALS,"1,260.96","1,260.96",
T000467,HON. GLENN THOMPSON,2015,2015Q1,EQUIPMENT,"1,293.50","1,293.50",
T000460,HON. MIKE THOMPSON,2015,2015Q1,FRANKED MAIL,22.22,22.22,
T000460,HON. MIKE THOMPSON,2015,2015Q1,PERSONNEL COMPENSATION,"255,950.06","255,950.06",
T000460,HON. MIKE THOMPSON,2015,2015Q1,TRAVEL,"9,328.82","9,328.82",
T000460,HON. MIKE THOMPSON,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","14,873.91","14,873.91",
T000460,HON. MIKE THOMPSON,2015,2015Q1,PRINTING AND REPRODUCTION,334.59,334.59,
T000460,HON. MIKE THOMPSON,2015,2015Q1,OTHER SERVICES,"9,381.52","9,381.52",
T000460,HON. MIKE THOMPSON,2015,2015Q1,SUPPLIES AND MATERIALS,"1,210.81","1,210.81",
T000460,HON. MIKE THOMPSON,2015,2015Q1,EQUIPMENT,570,570,
T000238,HON. MAC THORNBERRY,2015,2015Q1,FRANKED MAIL,"1,010.71","1,010.71",
T000238,HON. MAC THORNBERRY,2015,2015Q1,PERSONNEL COMPENSATION,"202,784.26","202,784.26",
T000238,HON. MAC THORNBERRY,2015,2015Q1,TRAVEL,"13,169.75","13,169.75",
T000238,HON. MAC THORNBERRY,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","19,800.32","19,800.32",
T000238,HON. MAC THORNBERRY,2015,2015Q1,PRINTING AND REPRODUCTION,727.69,727.69,
T000238,HON. MAC THORNBERRY,2015,2015Q1,OTHER SERVICES,"11,199.74","11,199.74",
T000238,HON. MAC THORNBERRY,2015,2015Q1,SUPPLIES AND MATERIALS,"4,983.64","4,983.64",
T000238,HON. MAC THORNBERRY,2015,2015Q1,EQUIPMENT,"3,561.27","3,561.27",
T000462,HON. PATRICK J. TIBERI,2015,2015Q1,FRANKED MAIL,213.83,213.83,
T000462,HON. PATRICK J. TIBERI,2015,2015Q1,PERSONNEL COMPENSATION,"198,414.55","198,414.55",
T000462,HON. PATRICK J. TIBERI,2015,2015Q1,TRAVEL,"4,145.94","4,145.94",
T000462,HON. PATRICK J. TIBERI,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","16,689.60","16,689.60",
T000462,HON. PATRICK J. TIBERI,2015,2015Q1,PRINTING AND REPRODUCTION,"1,335.30","1,335.30",
T000462,HON. PATRICK J. TIBERI,2015,2015Q1,OTHER SERVICES,"7,525.00","7,525.00",
T000462,HON. PATRICK J. TIBERI,2015,2015Q1,SUPPLIES AND MATERIALS,"2,329.23","2,329.23",
T000462,HON. PATRICK J. TIBERI,2015,2015Q1,EQUIPMENT,655.65,655.65,
T000470,HON. SCOTT R. TIPTON,2015,2015Q1,FRANKED MAIL,"1,826.15","1,826.15",
T000470,HON. SCOTT R. TIPTON,2015,2015Q1,PERSONNEL COMPENSATION,"189,813.69","189,813.69",
T000470,HON. SCOTT R. TIPTON,2015,2015Q1,TRAVEL,"10,649.48","10,649.48",
T000470,HON. SCOTT R. TIPTON,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","15,188.23","15,188.23",
T000470,HON. SCOTT R. TIPTON,2015,2015Q1,PRINTING AND REPRODUCTION,794.46,794.46,
T000470,HON. SCOTT R. TIPTON,2015,2015Q1,OTHER SERVICES,"9,790.72","9,790.72",
T000470,HON. SCOTT R. TIPTON,2015,2015Q1,SUPPLIES AND MATERIALS,849.79,849.79,
T000470,HON. SCOTT R. TIPTON,2015,2015Q1,EQUIPMENT,358.5,358.5,
T000468,HON. DINA TITUS,2015,2015Q1,FRANKED MAIL,308.76,308.76,
T000468,HON. DINA TITUS,2015,2015Q1,PERSONNEL COMPENSATION,"212,366.66","212,366.66",
T000468,HON. DINA TITUS,2015,2015Q1,TRAVEL,"9,375.20","9,375.20",
T000468,HON. DINA TITUS,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","15,256.72","15,256.72",
T000468,HON. DINA TITUS,2015,2015Q1,OTHER SERVICES,"12,068.88","12,068.88",
T000468,HON. DINA TITUS,2015,2015Q1,SUPPLIES AND MATERIALS,"3,376.11","3,376.11",
T000468,HON. DINA TITUS,2015,2015Q1,EQUIPMENT,112.5,112.5,
T000469,HON. PAUL D. TONKO,2015,2015Q1,FRANKED MAIL,"3,533.57","3,533.57",
T000469,HON. PAUL D. TONKO,2015,2015Q1,PERSONNEL COMPENSATION,"225,367.81","225,367.81",
T000469,HON. PAUL D. TONKO,2015,2015Q1,TRAVEL,"4,677.83","4,677.83",
T000469,HON. PAUL D. TONKO,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","22,366.56","22,366.56",
T000469,HON. PAUL D. TONKO,2015,2015Q1,PRINTING AND REPRODUCTION,306.29,306.29,
T000469,HON. PAUL D. TONKO,2015,2015Q1,OTHER SERVICES,"14,120.66","14,120.66",
T000469,HON. PAUL D. TONKO,2015,2015Q1,SUPPLIES AND MATERIALS,-162.83,-162.83,
T000469,HON. PAUL D. TONKO,2015,2015Q1,EQUIPMENT,"1,078.50","1,078.50",
T000474,HON. NORMA J. TORRES,2015,2015Q1,FRANKED MAIL,216.67,216.67,
T000474,HON. NORMA J. TORRES,2015,2015Q1,PERSONNEL COMPENSATION,"135,878.54","135,878.54",
T000474,HON. NORMA J. TORRES,2015,2015Q1,TRAVEL,"7,660.75","7,660.75",
T000474,HON. NORMA J. TORRES,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","14,156.80","14,156.80",
T000474,HON. NORMA J. TORRES,2015,2015Q1,PRINTING AND REPRODUCTION,755.1,755.1,
T000474,HON. NORMA J. TORRES,2015,2015Q1,OTHER SERVICES,"8,070.00","8,070.00",
T000474,HON. NORMA J. TORRES,2015,2015Q1,SUPPLIES AND MATERIALS,"10,106.13","10,106.13",
T000474,HON. NORMA J. TORRES,2015,2015Q1,EQUIPMENT,142.86,142.86,
T000475,HON. DAVID A. TROTT,2015,2015Q1,FRANKED MAIL,-33.61,-33.61,
T000475,HON. DAVID A. TROTT,2015,2015Q1,PERSONNEL COMPENSATION,"182,884.69","182,884.69",
T000475,HON. DAVID A. TROTT,2015,2015Q1,TRAVEL,"7,228.21","7,228.21",
T000475,HON. DAVID A. TROTT,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","15,760.35","15,760.35",
T000475,HON. DAVID A. TROTT,2015,2015Q1,PRINTING AND REPRODUCTION,"1,959.30","1,959.30",
T000475,HON. DAVID A. TROTT,2015,2015Q1,OTHER SERVICES,"6,275.00","6,275.00",
T000475,HON. DAVID A. TROTT,2015,2015Q1,SUPPLIES AND MATERIALS,"19,967.45","19,967.45",
T000475,HON. DAVID A. TROTT,2015,2015Q1,EQUIPMENT,"2,779.23","2,779.23",
T000465,HON. NIKI TSONGAS,2015,2015Q1,FRANKED MAIL,131.77,131.77,
T000465,HON. NIKI TSONGAS,2015,2015Q1,PERSONNEL COMPENSATION,"231,288.83","231,288.83",
T000465,HON. NIKI TSONGAS,2015,2015Q1,TRAVEL,"3,827.27","3,827.27",
T000465,HON. NIKI TSONGAS,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","23,501.16","23,501.16",
T000465,HON. NIKI TSONGAS,2015,2015Q1,PRINTING AND REPRODUCTION,210.9,210.9,
T000465,HON. NIKI TSONGAS,2015,2015Q1,OTHER SERVICES,"9,160.90","9,160.90",
T000465,HON. NIKI TSONGAS,2015,2015Q1,SUPPLIES AND MATERIALS,"1,216.53","1,216.53",
T000465,HON. NIKI TSONGAS,2015,2015Q1,EQUIPMENT,957,957,
T000463,HON. MICHAEL R. TURNER,2015,2015Q1,FRANKED MAIL,6.46,6.46,
T000463,HON. MICHAEL R. TURNER,2015,2015Q1,PERSONNEL COMPENSATION,"226,397.13","226,397.13",
T000463,HON. MICHAEL R. TURNER,2015,2015Q1,TRAVEL,"7,132.84","7,132.84",
T000463,HON. MICHAEL R. TURNER,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","4,863.33","4,863.33",
T000463,HON. MICHAEL R. TURNER,2015,2015Q1,PRINTING AND REPRODUCTION,102.2,102.2,
T000463,HON. MICHAEL R. TURNER,2015,2015Q1,OTHER SERVICES,"10,194.32","10,194.32",
T000463,HON. MICHAEL R. TURNER,2015,2015Q1,SUPPLIES AND MATERIALS,-368.7,-368.7,
T000463,HON. MICHAEL R. TURNER,2015,2015Q1,EQUIPMENT,823.56,823.56,
U000031,HON. FRED UPTON,2015,2015Q1,FRANKED MAIL,468.96,468.96,
U000031,HON. FRED UPTON,2015,2015Q1,PERSONNEL COMPENSATION,"203,008.01","203,008.01",
U000031,HON. FRED UPTON,2015,2015Q1,TRAVEL,"5,731.74","5,731.74",
U000031,HON. FRED UPTON,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","17,183.32","17,183.32",
U000031,HON. FRED UPTON,2015,2015Q1,PRINTING AND REPRODUCTION,591.75,591.75,
U000031,HON. FRED UPTON,2015,2015Q1,OTHER SERVICES,"12,394.67","12,394.67",
U000031,HON. FRED UPTON,2015,2015Q1,SUPPLIES AND MATERIALS,"3,840.85","3,840.85",
U000031,HON. FRED UPTON,2015,2015Q1,EQUIPMENT,951.23,951.23,
V000129,HON. DAVID G. VALADAO,2015,2015Q1,FRANKED MAIL,311.27,311.27,
V000129,HON. DAVID G. VALADAO,2015,2015Q1,PERSONNEL COMPENSATION,"171,111.06","171,111.06",
V000129,HON. DAVID G. VALADAO,2015,2015Q1,TRAVEL,"31,843.98","31,843.98",
V000129,HON. DAVID G. VALADAO,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","18,669.54","18,669.54",
V000129,HON. DAVID G. VALADAO,2015,2015Q1,PRINTING AND REPRODUCTION,"1,036.13","1,036.13",
V000129,HON. DAVID G. VALADAO,2015,2015Q1,OTHER SERVICES,"11,086.00","11,086.00",
V000129,HON. DAVID G. VALADAO,2015,2015Q1,SUPPLIES AND MATERIALS,"2,802.84","2,802.84",
V000129,HON. DAVID G. VALADAO,2015,2015Q1,EQUIPMENT,"1,140.43","1,140.43",
V000128,HON. CHRIS VAN HOLLEN,2015,2015Q1,FRANKED MAIL,459.96,459.96,
V000128,HON. CHRIS VAN HOLLEN,2015,2015Q1,PERSONNEL COMPENSATION,"224,695.55","224,695.55",
V000128,HON. CHRIS VAN HOLLEN,2015,2015Q1,TRAVEL,"1,113.79","1,113.79",
V000128,HON. CHRIS VAN HOLLEN,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","26,456.70","26,456.70",
V000128,HON. CHRIS VAN HOLLEN,2015,2015Q1,PRINTING AND REPRODUCTION,194.22,194.22,
V000128,HON. CHRIS VAN HOLLEN,2015,2015Q1,OTHER SERVICES,"8,650.00","8,650.00",
V000128,HON. CHRIS VAN HOLLEN,2015,2015Q1,SUPPLIES AND MATERIALS,"3,326.55","3,326.55",
V000128,HON. CHRIS VAN HOLLEN,2015,2015Q1,EQUIPMENT,726.5,726.5,
V000130,HON. JUAN VARGAS,2015,2015Q1,FRANKED MAIL,675.3,675.3,
V000130,HON. JUAN VARGAS,2015,2015Q1,PERSONNEL COMPENSATION,"195,938.83","195,938.83",
V000130,HON. JUAN VARGAS,2015,2015Q1,TRAVEL,"16,891.38","16,891.38",
V000130,HON. JUAN VARGAS,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","22,982.42","22,982.42",
V000130,HON. JUAN VARGAS,2015,2015Q1,PRINTING AND REPRODUCTION,159.7,159.7,
V000130,HON. JUAN VARGAS,2015,2015Q1,OTHER SERVICES,"10,050.00","10,050.00",
V000130,HON. JUAN VARGAS,2015,2015Q1,SUPPLIES AND MATERIALS,"1,586.52","1,586.52",
V000130,HON. JUAN VARGAS,2015,2015Q1,EQUIPMENT,753.16,753.16,
V000131,HON. MARC A. VEASEY,2015,2015Q1,FRANKED MAIL,"10,703.97","10,703.97",
V000131,HON. MARC A. VEASEY,2015,2015Q1,PERSONNEL COMPENSATION,"213,948.62","213,948.62",
V000131,HON. MARC A. VEASEY,2015,2015Q1,TRAVEL,"7,233.64","7,233.64",
V000131,HON. MARC A. VEASEY,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","20,149.06","20,149.06",
V000131,HON. MARC A. VEASEY,2015,2015Q1,PRINTING AND REPRODUCTION,86.55,86.55,
V000131,HON. MARC A. VEASEY,2015,2015Q1,OTHER SERVICES,"11,300.00","11,300.00",
V000131,HON. MARC A. VEASEY,2015,2015Q1,SUPPLIES AND MATERIALS,958.33,958.33,
V000131,HON. MARC A. VEASEY,2015,2015Q1,EQUIPMENT,"1,432.68","1,432.68",
V000132,HON. FILEMON VELA,2015,2015Q1,FRANKED MAIL,108.05,108.05,
V000132,HON. FILEMON VELA,2015,2015Q1,PERSONNEL COMPENSATION,"233,197.72","233,197.72",
V000132,HON. FILEMON VELA,2015,2015Q1,TRAVEL,"24,152.08","24,152.08",
V000132,HON. FILEMON VELA,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","14,542.21","14,542.21",
V000132,HON. FILEMON VELA,2015,2015Q1,PRINTING AND REPRODUCTION,614.45,614.45,
V000132,HON. FILEMON VELA,2015,2015Q1,OTHER SERVICES,"11,880.11","11,880.11",
V000132,HON. FILEMON VELA,2015,2015Q1,SUPPLIES AND MATERIALS,"12,076.26","12,076.26",
V000132,HON. FILEMON VELA,2015,2015Q1,EQUIPMENT,370.1,370.1,
V000081,HON. NYDIA M. VELAZQUEZ,2015,2015Q1,FRANKED MAIL,36.05,36.05,
V000081,HON. NYDIA M. VELAZQUEZ,2015,2015Q1,PERSONNEL COMPENSATION,"192,061.61","192,061.61",
V000081,HON. NYDIA M. VELAZQUEZ,2015,2015Q1,TRAVEL,"2,252.02","2,252.02",
V000081,HON. NYDIA M. VELAZQUEZ,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","41,592.35","41,592.35",
V000081,HON. NYDIA M. VELAZQUEZ,2015,2015Q1,PRINTING AND REPRODUCTION,16,16,
V000081,HON. NYDIA M. VELAZQUEZ,2015,2015Q1,OTHER SERVICES,"11,625.00","11,625.00",
V000081,HON. NYDIA M. VELAZQUEZ,2015,2015Q1,SUPPLIES AND MATERIALS,"1,142.42","1,142.42",
V000081,HON. NYDIA M. VELAZQUEZ,2015,2015Q1,EQUIPMENT,"2,156.16","2,156.16",
V000108,HON. PETER J. VISCLOSKY,2015,2015Q1,FRANKED MAIL,234.42,234.42,
V000108,HON. PETER J. VISCLOSKY,2015,2015Q1,PERSONNEL COMPENSATION,"203,780.68","203,780.68",
V000108,HON. PETER J. VISCLOSKY,2015,2015Q1,TRAVEL,"7,230.92","7,230.92",
V000108,HON. PETER J. VISCLOSKY,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","17,074.61","17,074.61",
V000108,HON. PETER J. VISCLOSKY,2015,2015Q1,PRINTING AND REPRODUCTION,522.5,522.5,
V000108,HON. PETER J. VISCLOSKY,2015,2015Q1,OTHER SERVICES,"9,735.00","9,735.00",
V000108,HON. PETER J. VISCLOSKY,2015,2015Q1,SUPPLIES AND MATERIALS,"1,749.50","1,749.50",
V000108,HON. PETER J. VISCLOSKY,2015,2015Q1,EQUIPMENT,900,900,
W000812,HON. ANN WAGNER,2015,2015Q1,FRANKED MAIL,113.99,113.99,
W000812,HON. ANN WAGNER,2015,2015Q1,PERSONNEL COMPENSATION,"198,589.23","198,589.23",
W000812,HON. ANN WAGNER,2015,2015Q1,TRAVEL,"15,564.57","15,564.57",
W000812,HON. ANN WAGNER,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","15,171.91","15,171.91",
W000812,HON. ANN WAGNER,2015,2015Q1,PRINTING AND REPRODUCTION,214.55,214.55,
W000812,HON. ANN WAGNER,2015,2015Q1,OTHER SERVICES,"5,655.00","5,655.00",
W000812,HON. ANN WAGNER,2015,2015Q1,SUPPLIES AND MATERIALS,"14,128.40","14,128.40",
W000812,HON. ANN WAGNER,2015,2015Q1,EQUIPMENT,375.71,375.71,
W000798,HON. TIM WALBERG,2015,2015Q1,FRANKED MAIL,"7,254.27","7,254.27",
W000798,HON. TIM WALBERG,2015,2015Q1,PERSONNEL COMPENSATION,"225,157.75","225,157.75",
W000798,HON. TIM WALBERG,2015,2015Q1,TRAVEL,"10,225.67","10,225.67",
W000798,HON. TIM WALBERG,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","21,312.36","21,312.36",
W000798,HON. TIM WALBERG,2015,2015Q1,PRINTING AND REPRODUCTION,"9,297.63","9,297.63",
W000798,HON. TIM WALBERG,2015,2015Q1,OTHER SERVICES,"12,022.25","12,022.25",
W000798,HON. TIM WALBERG,2015,2015Q1,SUPPLIES AND MATERIALS,"3,359.20","3,359.20",
W000798,HON. TIM WALBERG,2015,2015Q1,EQUIPMENT,478.41,478.41,
W000791,HON. GREG WALDEN,2015,2015Q1,FRANKED MAIL,570.61,570.61,
W000791,HON. GREG WALDEN,2015,2015Q1,PERSONNEL COMPENSATION,"200,309.97","200,309.97",
W000791,HON. GREG WALDEN,2015,2015Q1,TRAVEL,"9,408.39","9,408.39",
W000791,HON. GREG WALDEN,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","24,860.02","24,860.02",
W000791,HON. GREG WALDEN,2015,2015Q1,PRINTING AND REPRODUCTION,534.8,534.8,
W000791,HON. GREG WALDEN,2015,2015Q1,OTHER SERVICES,"11,785.00","11,785.00",
W000791,HON. GREG WALDEN,2015,2015Q1,SUPPLIES AND MATERIALS,"5,924.01","5,924.01",
W000791,HON. GREG WALDEN,2015,2015Q1,EQUIPMENT,"1,245.99","1,245.99",
W000819,HON. MARK WALKER,2015,2015Q1,FRANKED MAIL,-45.27,-45.27,
W000819,HON. MARK WALKER,2015,2015Q1,PERSONNEL COMPENSATION,"173,069.46","173,069.46",
W000819,HON. MARK WALKER,2015,2015Q1,TRAVEL,"7,253.57","7,253.57",
W000819,HON. MARK WALKER,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","7,400.67","7,400.67",
W000819,HON. MARK WALKER,2015,2015Q1,PRINTING AND REPRODUCTION,"1,988.33","1,988.33",
W000819,HON. MARK WALKER,2015,2015Q1,OTHER SERVICES,"8,805.00","8,805.00",
W000819,HON. MARK WALKER,2015,2015Q1,SUPPLIES AND MATERIALS,"3,938.05","3,938.05",
W000819,HON. MARK WALKER,2015,2015Q1,EQUIPMENT,"1,320.60","1,320.60",
W000813,HON. JACKIE WALORSKI,2015,2015Q1,FRANKED MAIL,"1,250.46","1,250.46",
W000813,HON. JACKIE WALORSKI,2015,2015Q1,PERSONNEL COMPENSATION,"202,045.62","202,045.62",
W000813,HON. JACKIE WALORSKI,2015,2015Q1,TRAVEL,"11,535.19","11,535.19",
W000813,HON. JACKIE WALORSKI,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","10,510.91","10,510.91",
W000813,HON. JACKIE WALORSKI,2015,2015Q1,PRINTING AND REPRODUCTION,942.35,942.35,
W000813,HON. JACKIE WALORSKI,2015,2015Q1,OTHER SERVICES,"19,941.10","19,941.10",
W000813,HON. JACKIE WALORSKI,2015,2015Q1,SUPPLIES AND MATERIALS,"6,597.20","6,597.20",
W000813,HON. JACKIE WALORSKI,2015,2015Q1,EQUIPMENT,"1,103.89","1,103.89",
W000820,HON. MIMI WALTERS,2015,2015Q1,FRANKED MAIL,-186.97,-186.97,
W000820,HON. MIMI WALTERS,2015,2015Q1,PERSONNEL COMPENSATION,"182,103.28","182,103.28",
W000820,HON. MIMI WALTERS,2015,2015Q1,TRAVEL,"3,701.73","3,701.73",
W000820,HON. MIMI WALTERS,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","22,421.77","22,421.77",
W000820,HON. MIMI WALTERS,2015,2015Q1,PRINTING AND REPRODUCTION,"2,448.13","2,448.13",
W000820,HON. MIMI WALTERS,2015,2015Q1,OTHER SERVICES,"6,594.69","6,594.69",
W000820,HON. MIMI WALTERS,2015,2015Q1,SUPPLIES AND MATERIALS,"6,861.03","6,861.03",
W000820,HON. MIMI WALTERS,2015,2015Q1,EQUIPMENT,"1,087.02","1,087.02",
W000799,HON. TIMOTHY J. WALZ,2015,2015Q1,FRANKED MAIL,-55.33,-55.33,
W000799,HON. TIMOTHY J. WALZ,2015,2015Q1,PERSONNEL COMPENSATION,"233,859.89","233,859.89",
W000799,HON. TIMOTHY J. WALZ,2015,2015Q1,TRAVEL,"14,072.67","14,072.67",
W000799,HON. TIMOTHY J. WALZ,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","22,150.13","22,150.13",
W000799,HON. TIMOTHY J. WALZ,2015,2015Q1,PRINTING AND REPRODUCTION,281.4,281.4,
W000799,HON. TIMOTHY J. WALZ,2015,2015Q1,OTHER SERVICES,"10,759.70","10,759.70",
W000799,HON. TIMOTHY J. WALZ,2015,2015Q1,SUPPLIES AND MATERIALS,"7,088.65","7,088.65",
W000799,HON. TIMOTHY J. WALZ,2015,2015Q1,EQUIPMENT,133.6,133.6,
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2015,2015Q1,FRANKED MAIL,136.52,136.52,
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2015,2015Q1,PERSONNEL COMPENSATION,"229,973.70","229,973.70",
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2015,2015Q1,TRAVEL,"11,895.36","11,895.36",
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","6,816.32","6,816.32",
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2015,2015Q1,PRINTING AND REPRODUCTION,252.35,252.35,
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2015,2015Q1,OTHER SERVICES,"6,390.00","6,390.00",
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2015,2015Q1,SUPPLIES AND MATERIALS,"1,139.11","1,139.11",
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2015,2015Q1,EQUIPMENT,690,690,
W000187,HON. MAXINE WATERS,2015,2015Q1,FRANKED MAIL,471.95,471.95,
W000187,HON. MAXINE WATERS,2015,2015Q1,PERSONNEL COMPENSATION,"163,590.90","163,590.90",
W000187,HON. MAXINE WATERS,2015,2015Q1,TRAVEL,"4,177.31","4,177.31",
W000187,HON. MAXINE WATERS,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","20,526.94","20,526.94",
W000187,HON. MAXINE WATERS,2015,2015Q1,PRINTING AND REPRODUCTION,261.5,261.5,
W000187,HON. MAXINE WATERS,2015,2015Q1,OTHER SERVICES,"6,505.00","6,505.00",
W000187,HON. MAXINE WATERS,2015,2015Q1,SUPPLIES AND MATERIALS,"1,893.87","1,893.87",
W000187,HON. MAXINE WATERS,2015,2015Q1,EQUIPMENT,"2,370.00","2,370.00",
W000822,HON. BONNIE WATSON COLEMAN,2015,2015Q1,FRANKED MAIL,-35.95,-35.95,
W000822,HON. BONNIE WATSON COLEMAN,2015,2015Q1,PERSONNEL COMPENSATION,"168,924.16","168,924.16",
W000822,HON. BONNIE WATSON COLEMAN,2015,2015Q1,TRAVEL,"2,723.05","2,723.05",
W000822,HON. BONNIE WATSON COLEMAN,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","19,081.21","19,081.21",
W000822,HON. BONNIE WATSON COLEMAN,2015,2015Q1,PRINTING AND REPRODUCTION,"1,364.68","1,364.68",
W000822,HON. BONNIE WATSON COLEMAN,2015,2015Q1,OTHER SERVICES,"11,135.38","11,135.38",
W000822,HON. BONNIE WATSON COLEMAN,2015,2015Q1,SUPPLIES AND MATERIALS,"11,131.51","11,131.51",
W000822,HON. BONNIE WATSON COLEMAN,2015,2015Q1,EQUIPMENT,"1,190.43","1,190.43",
W000814,HON. RANDY K. WEBER,SR.,2015,2015Q1,FRANKED MAIL,"1,277.08","1,277.08"
