BIOGUIDE_ID,OFFICE,YEAR,QUARTER,PROGRAM,DESCRIPTION,YTD,AMOUNT
T000478,HON. CLAUDIA TENNEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,439,439
T000478,HON. CLAUDIA TENNEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,172580.03,172580.03
T000478,HON. CLAUDIA TENNEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4464.78,4464.78
T000478,HON. CLAUDIA TENNEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17971.85,17971.85
T000478,HON. CLAUDIA TENNEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1594.2,1594.2
T000478,HON. CLAUDIA TENNEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,22307,22307
T000478,HON. CLAUDIA TENNEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5807.83,5807.83
T000478,HON. CLAUDIA TENNEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5485.44,5485.44
T000478,HON. CLAUDIA TENNEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,230650.13,230650.13
T000478,HON. CLAUDIA TENNEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,230650.13,230650.13
T000193,HON. BENNIE G. THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,677.71,677.71
T000193,HON. BENNIE G. THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,184798.72,184798.72
T000193,HON. BENNIE G. THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14247.05,14247.05
T000193,HON. BENNIE G. THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28554.95,28554.95
T000193,HON. BENNIE G. THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,62.1,62.1
T000193,HON. BENNIE G. THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10895,10895
T000193,HON. BENNIE G. THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1735.15,1735.15
T000193,HON. BENNIE G. THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3202.74,3202.74
T000193,HON. BENNIE G. THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,244173.42,244173.42
T000193,HON. BENNIE G. THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,244173.42,244173.42
T000467,HON. GLENN THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,504.28,504.28
T000467,HON. GLENN THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,277164.11,277164.11
T000467,HON. GLENN THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4655.15,4655.15
T000467,HON. GLENN THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,11020.3,11020.3
T000467,HON. GLENN THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,322.8,322.8
T000467,HON. GLENN THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5632,5632
T000467,HON. GLENN THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2733.03,2733.03
T000467,HON. GLENN THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,924,924
T000467,HON. GLENN THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,302955.67,302955.67
T000467,HON. GLENN THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,302955.67,302955.67
T000460,HON. MIKE THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,42.35,42.35
T000460,HON. MIKE THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,254422.91,254422.91
T000460,HON. MIKE THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10248.31,10248.31
T000460,HON. MIKE THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15049.18,15049.18
T000460,HON. MIKE THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1478.52,1478.52
T000460,HON. MIKE THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10176,10176
T000460,HON. MIKE THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2206.64,2206.64
T000460,HON. MIKE THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,643.98,643.98
T000460,HON. MIKE THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,294267.89,294267.89
T000460,HON. MIKE THOMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,294267.89,294267.89
T000238,HON. MAC THORNBERRY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,655.72,655.72
T000238,HON. MAC THORNBERRY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,224636.26,224636.26
T000238,HON. MAC THORNBERRY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,18537.56,18537.56
T000238,HON. MAC THORNBERRY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19222.96,19222.96
T000238,HON. MAC THORNBERRY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,40,40
T000238,HON. MAC THORNBERRY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10529.18,10529.18
T000238,HON. MAC THORNBERRY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3420.19,3420.19
T000238,HON. MAC THORNBERRY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,677.76,677.76
T000238,HON. MAC THORNBERRY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,277719.63,277719.63
T000238,HON. MAC THORNBERRY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,277719.63,277719.63
T000462,HON. PATRICK J. TIBERI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-44.34,-44.34
T000462,HON. PATRICK J. TIBERI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,200455.56,200455.56
T000462,HON. PATRICK J. TIBERI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1754.73,1754.73
T000462,HON. PATRICK J. TIBERI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,12581.55,12581.55
T000462,HON. PATRICK J. TIBERI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,488.14,488.14
T000462,HON. PATRICK J. TIBERI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5750,5750
T000462,HON. PATRICK J. TIBERI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3997.21,3997.21
T000462,HON. PATRICK J. TIBERI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,616.19,616.19
T000462,HON. PATRICK J. TIBERI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,225599.04,225599.04
T000462,HON. PATRICK J. TIBERI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,225599.04,225599.04
T000470,HON. SCOTT R. TIPTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1673.36,1673.36
T000470,HON. SCOTT R. TIPTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,196338.92,196338.92
T000470,HON. SCOTT R. TIPTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2486.22,2486.22
T000470,HON. SCOTT R. TIPTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15084.32,15084.32
T000470,HON. SCOTT R. TIPTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,201.29,201.29
T000470,HON. SCOTT R. TIPTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10005,10005
T000470,HON. SCOTT R. TIPTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,543.55,543.55
T000470,HON. SCOTT R. TIPTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,394.5,394.5
T000470,HON. SCOTT R. TIPTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,226727.16,226727.16
T000470,HON. SCOTT R. TIPTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,226727.16,226727.16
T000468,HON. DINA TITUS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,205.6,205.6
T000468,HON. DINA TITUS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,196270.13,196270.13
T000468,HON. DINA TITUS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7548.04,7548.04
T000468,HON. DINA TITUS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,4725.96,4725.96
T000468,HON. DINA TITUS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1093.47,1093.47
T000468,HON. DINA TITUS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13015.5,13015.5
T000468,HON. DINA TITUS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1820.67,1820.67
T000468,HON. DINA TITUS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,224679.37,224679.37
T000468,HON. DINA TITUS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,224679.37,224679.37
T000469,HON. PAUL D. TONKO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2885.29,2885.29
T000469,HON. PAUL D. TONKO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,237142.71,237142.71
T000469,HON. PAUL D. TONKO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3725.79,3725.79
T000469,HON. PAUL D. TONKO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20055.21,20055.21
T000469,HON. PAUL D. TONKO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2144.91,2144.91
T000469,HON. PAUL D. TONKO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8270.11,8270.11
T000469,HON. PAUL D. TONKO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,559.58,559.58
T000469,HON. PAUL D. TONKO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1019,1019
T000469,HON. PAUL D. TONKO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,275802.6,275802.6
T000469,HON. PAUL D. TONKO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,275802.6,275802.6
T000474,HON. NORMA J. TORRES,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,695.35,695.35
T000474,HON. NORMA J. TORRES,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,208876.6,208876.6
T000474,HON. NORMA J. TORRES,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4849.95,4849.95
T000474,HON. NORMA J. TORRES,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22030.3,22030.3
T000474,HON. NORMA J. TORRES,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,87.1,87.1
T000474,HON. NORMA J. TORRES,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5907,5907
T000474,HON. NORMA J. TORRES,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,705.82,705.82
T000474,HON. NORMA J. TORRES,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1050,1050
T000474,HON. NORMA J. TORRES,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,244202.12,244202.12
T000474,HON. NORMA J. TORRES,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,244202.12,244202.12
T000475,HON. DAVID A. TROTT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,333.2,333.2
T000475,HON. DAVID A. TROTT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,211151.57,211151.57
T000475,HON. DAVID A. TROTT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2900.31,2900.31
T000475,HON. DAVID A. TROTT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,8.05,8.05
T000475,HON. DAVID A. TROTT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,14170.33,14170.33
T000475,HON. DAVID A. TROTT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,716.63,716.63
T000475,HON. DAVID A. TROTT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6146.25,6146.25
T000475,HON. DAVID A. TROTT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9727.88,9727.88
T000475,HON. DAVID A. TROTT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,647.48,647.48
T000475,HON. DAVID A. TROTT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,245801.7,245801.7
T000475,HON. DAVID A. TROTT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,245801.7,245801.7
T000465,HON. NIKI TSONGAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,307.8,307.8
T000465,HON. NIKI TSONGAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,255555.93,255555.93
T000465,HON. NIKI TSONGAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3872.86,3872.86
T000465,HON. NIKI TSONGAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23444.87,23444.87
T000465,HON. NIKI TSONGAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,101.5,101.5
T000465,HON. NIKI TSONGAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13005,13005
T000465,HON. NIKI TSONGAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1203.5,1203.5
T000465,HON. NIKI TSONGAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,957,957
T000465,HON. NIKI TSONGAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,298448.46,298448.46
T000465,HON. NIKI TSONGAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,298448.46,298448.46
T000463,HON. MICHAEL R. TURNER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,131.9,131.9
T000463,HON. MICHAEL R. TURNER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,228061.59,228061.59
T000463,HON. MICHAEL R. TURNER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4390.48,4390.48
T000463,HON. MICHAEL R. TURNER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19097.82,19097.82
T000463,HON. MICHAEL R. TURNER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,424.93,424.93
T000463,HON. MICHAEL R. TURNER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9818.8,9818.8
T000463,HON. MICHAEL R. TURNER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,374.42,374.42
T000463,HON. MICHAEL R. TURNER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3316.81,3316.81
T000463,HON. MICHAEL R. TURNER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,265616.75,265616.75
T000463,HON. MICHAEL R. TURNER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,265616.75,265616.75
U000031,HON. FRED UPTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,612.38,612.38
U000031,HON. FRED UPTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,232688.57,232688.57
U000031,HON. FRED UPTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4977.5,4977.5
U000031,HON. FRED UPTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22530.55,22530.55
U000031,HON. FRED UPTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,483.39,483.39
U000031,HON. FRED UPTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7700,7700
U000031,HON. FRED UPTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2743.3,2743.3
U000031,HON. FRED UPTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,760.89,760.89
U000031,HON. FRED UPTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,272496.58,272496.58
U000031,HON. FRED UPTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,272496.58,272496.58
V000129,HON. DAVID G. VALADAO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,7775.39,7775.39
V000129,HON. DAVID G. VALADAO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,183122.26,183122.26
V000129,HON. DAVID G. VALADAO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,37964.09,37964.09
V000129,HON. DAVID G. VALADAO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16806.09,16806.09
V000129,HON. DAVID G. VALADAO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,13929.49,13929.49
V000129,HON. DAVID G. VALADAO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10596,10596
V000129,HON. DAVID G. VALADAO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3875.34,3875.34
V000129,HON. DAVID G. VALADAO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,594.32,594.32
V000129,HON. DAVID G. VALADAO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,274662.98,274662.98
V000129,HON. DAVID G. VALADAO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,274662.98,274662.98
V000130,HON. JUAN VARGAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,787.31,787.31
V000130,HON. JUAN VARGAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,188190.46,188190.46
V000130,HON. JUAN VARGAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10027.72,10027.72
V000130,HON. JUAN VARGAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23501.93,23501.93
V000130,HON. JUAN VARGAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,384.65,384.65
V000130,HON. JUAN VARGAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10391,10391
V000130,HON. JUAN VARGAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1661.37,1661.37
V000130,HON. JUAN VARGAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1497,1497
V000130,HON. JUAN VARGAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,236441.44,236441.44
V000130,HON. JUAN VARGAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,236441.44,236441.44
V000131,HON. MARC A. VEASEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,90.53,90.53
V000131,HON. MARC A. VEASEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,231444.88,231444.88
V000131,HON. MARC A. VEASEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6526,6526
V000131,HON. MARC A. VEASEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,26291.88,26291.88
V000131,HON. MARC A. VEASEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,12.8,12.8
V000131,HON. MARC A. VEASEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8955,8955
V000131,HON. MARC A. VEASEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,757.24,757.24
V000131,HON. MARC A. VEASEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1516.15,1516.15
V000131,HON. MARC A. VEASEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,275594.48,275594.48
V000131,HON. MARC A. VEASEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,275594.48,275594.48
V000132,HON. FILEMON VELA,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-3.98,-3.98
V000132,HON. FILEMON VELA,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,224386.66,224386.66
V000132,HON. FILEMON VELA,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,18197.28,18197.28
V000132,HON. FILEMON VELA,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15802.83,15802.83
V000132,HON. FILEMON VELA,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,380.84,380.84
V000132,HON. FILEMON VELA,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15133.32,15133.32
V000132,HON. FILEMON VELA,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9305.66,9305.66
V000132,HON. FILEMON VELA,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,283202.61,283202.61
V000132,HON. FILEMON VELA,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,283202.61,283202.61
V000081,HON. NYDIA M. VELAZQUEZ,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,114.19,114.19
V000081,HON. NYDIA M. VELAZQUEZ,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,192930.51,192930.51
V000081,HON. NYDIA M. VELAZQUEZ,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,976.2,976.2
V000081,HON. NYDIA M. VELAZQUEZ,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,46144.63,46144.63
V000081,HON. NYDIA M. VELAZQUEZ,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,106.9,106.9
V000081,HON. NYDIA M. VELAZQUEZ,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15259.16,15259.16
V000081,HON. NYDIA M. VELAZQUEZ,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1989.45,1989.45
V000081,HON. NYDIA M. VELAZQUEZ,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2065.84,2065.84
V000081,HON. NYDIA M. VELAZQUEZ,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,259586.88,259586.88
V000081,HON. NYDIA M. VELAZQUEZ,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,259586.88,259586.88
V000108,HON. PETER J. VISCLOSKY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1872.69,1872.69
V000108,HON. PETER J. VISCLOSKY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,210099.71,210099.71
